DataHora,Setor,Consumo_kWh,Ocupacao_Pessoas,Equipamento_Dominante,Tarifa_RS_kWh
2025-09-08 16:00:00,Sala_Servidores,6.643461492477505,1,Servidores,0.85
2025-09-08 17:00:00,Sala_Servidores,6.154969371901508,2,Servidores,0.85
2025-09-08 18:00:00,Sala_Servidores,6.177416417096662,1,Servidores,0.85
2025-09-08 19:00:00,Sala_Servidores,4.523947614658332,0,Servidores,0.85
2025-09-08 20:00:00,Sala_Servidores,5.6160769144551805,0,Servidores,0.85
2025-09-08 21:00:00,Sala_Servidores,4.761335437089032,0,Servidores,0.85
2025-09-08 22:00:00,Sala_Servidores,4.9324055406034795,0,Servidores,0.85
2025-09-08 23:00:00,Sala_Servidores,4.4720023031821,0,Servidores,0.85
2025-09-09 00:00:00,Sala_Servidores,5.024515911258797,0,Servidores,0.85
2025-09-09 01:00:00,Sala_Servidores,4.749187319658987,0,Servidores,0.85
2025-09-09 02:00:00,Sala_Servidores,5.303555902525858,0,Servidores,0.85
2025-09-09 03:00:00,Sala_Servidores,5.055569406260906,0,Servidores,0.85
2025-09-09 04:00:00,Sala_Servidores,4.741049089382953,0,Servidores,0.85
2025-09-09 05:00:00,Sala_Servidores,5.443855050930756,0,Servidores,0.85
2025-09-09 06:00:00,Sala_Servidores,5.023089743882219,0,Servidores,0.85
2025-09-09 07:00:00,Sala_Servidores,5.073723153728018,0,Servidores,0.85
2025-09-09 08:00:00,Sala_Servidores,5.469973105455082,0,Servidores,0.85
2025-09-09 09:00:00,Sala_Servidores,6.1854832933630775,1,Servidores,0.85
2025-09-09 10:00:00,Sala_Servidores,6.230206121966492,1,Servidores,0.85
2025-09-09 11:00:00,Sala_Servidores,6.50346775196978,1,Servidores,0.85
2025-09-09 12:00:00,Sala_Servidores,6.815768981325107,2,Servidores,0.85
2025-09-09 13:00:00,Sala_Servidores,6.406698368442475,1,Servidores,0.85
2025-09-09 14:00:00,Sala_Servidores,6.42447351715323,2,Servidores,0.85
2025-09-09 15:00:00,Sala_Servidores,6.597066374932153,2,Servidores,0.85
2025-09-09 16:00:00,Sala_Servidores,6.637849407638216,1,Servidores,0.85
2025-09-09 17:00:00,Sala_Servidores,7.031698319925254,2,Servidores,0.85
2025-09-09 18:00:00,Sala_Servidores,5.8528010653727405,1,Servidores,0.85
2025-09-09 19:00:00,Sala_Servidores,5.314129390503866,0,Servidores,0.85
2025-09-09 20:00:00,Sala_Servidores,5.63955146927089,0,Servidores,0.85
2025-09-09 21:00:00,Sala_Servidores,4.960849639111911,0,Servidores,0.85
2025-09-09 22:00:00,Sala_Servidores,5.20619048959733,0,Servidores,0.85
2025-09-09 23:00:00,Sala_Servidores,4.889748317820611,0,Servidores,0.85
2025-09-10 00:00:00,Sala_Servidores,4.840863956966061,0,Servidores,0.85
2025-09-10 01:00:00,Sala_Servidores,4.539887576521749,0,Servidores,0.85
2025-09-10 02:00:00,Sala_Servidores,4.9300144206266685,0,Servidores,0.85
2025-09-10 03:00:00,Sala_Servidores,5.545406869126575,0,Servidores,0.85
2025-09-10 04:00:00,Sala_Servidores,4.990462137674085,0,Servidores,0.85
2025-09-10 05:00:00,Sala_Servidores,4.91909664774463,0,Servidores,0.85
2025-09-10 06:00:00,Sala_Servidores,4.619750617953606,0,Servidores,0.85
2025-09-10 07:00:00,Sala_Servidores,4.399028429088756,0,Servidores,0.85
2025-09-10 08:00:00,Sala_Servidores,4.8432957613348,0,Servidores,0.85
2025-09-10 09:00:00,Sala_Servidores,6.1837344589153265,1,Servidores,0.85
2025-09-10 10:00:00,Sala_Servidores,6.508742157855396,1,Servidores,0.85
2025-09-10 11:00:00,Sala_Servidores,7.106459529511357,1,Servidores,0.85
2025-09-10 12:00:00,Sala_Servidores,6.644466179560367,2,Servidores,0.85
2025-09-10 13:00:00,Sala_Servidores,6.737336374453772,1,Servidores,0.85
2025-09-10 14:00:00,Sala_Servidores,6.194102959286564,2,Servidores,0.85
2025-09-10 15:00:00,Sala_Servidores,6.862827274548421,1,Servidores,0.85
2025-09-10 16:00:00,Sala_Servidores,6.28147170945882,2,Servidores,0.85
2025-09-10 17:00:00,Sala_Servidores,6.81582347435043,1,Servidores,0.85
2025-09-10 18:00:00,Sala_Servidores,6.055766683157392,1,Servidores,0.85
2025-09-10 19:00:00,Sala_Servidores,5.120757280038568,0,Servidores,0.85
2025-09-10 20:00:00,Sala_Servidores,5.224345644842696,0,Servidores,0.85
2025-09-10 21:00:00,Sala_Servidores,5.082891727972835,0,Servidores,0.85
2025-09-10 22:00:00,Sala_Servidores,5.111836489485696,0,Servidores,0.85
2025-09-10 23:00:00,Sala_Servidores,4.630913364129245,0,Servidores,0.85
2025-09-11 00:00:00,Sala_Servidores,5.725928343739778,0,Servidores,0.85
2025-09-11 01:00:00,Sala_Servidores,5.61987542136175,0,Servidores,0.85
2025-09-11 02:00:00,Sala_Servidores,4.556703654524799,0,Servidores,0.85
2025-09-11 03:00:00,Sala_Servidores,5.278518090122962,0,Servidores,0.85
2025-09-11 04:00:00,Sala_Servidores,5.119542280184568,0,Servidores,0.85
2025-09-11 05:00:00,Sala_Servidores,5.475484841461318,0,Servidores,0.85
2025-09-11 06:00:00,Sala_Servidores,5.249779156171244,0,Servidores,0.85
2025-09-11 07:00:00,Sala_Servidores,5.345602961207366,0,Servidores,0.85
2025-09-11 08:00:00,Sala_Servidores,5.380781548116101,0,Servidores,0.85
2025-09-11 09:00:00,Sala_Servidores,6.655242774913472,1,Servidores,0.85
2025-09-11 10:00:00,Sala_Servidores,6.602273110176002,2,Servidores,0.85
2025-09-11 11:00:00,Sala_Servidores,6.394789545443722,1,Servidores,0.85
2025-09-11 12:00:00,Sala_Servidores,6.621987400285301,1,Servidores,0.85
2025-09-11 13:00:00,Sala_Servidores,6.471167254300724,2,Servidores,0.85
2025-09-11 14:00:00,Sala_Servidores,6.149280689336155,1,Servidores,0.85
2025-09-11 15:00:00,Sala_Servidores,6.140357903221155,1,Servidores,0.85
2025-09-11 16:00:00,Sala_Servidores,6.303908133667451,1,Servidores,0.85
2025-09-11 17:00:00,Sala_Servidores,6.309174524639825,1,Servidores,0.85
2025-09-11 18:00:00,Sala_Servidores,6.914228926177326,1,Servidores,0.85
2025-09-11 19:00:00,Sala_Servidores,5.433173443091624,0,Servidores,0.85
2025-09-11 20:00:00,Sala_Servidores,4.8346979979291325,0,Servidores,0.85
2025-09-11 21:00:00,Sala_Servidores,5.664539553658456,0,Servidores,0.85
2025-09-11 22:00:00,Sala_Servidores,5.080507811243171,0,Servidores,0.85
2025-09-11 23:00:00,Sala_Servidores,4.929932273524065,0,Servidores,0.85
2025-09-12 00:00:00,Sala_Servidores,4.941627163046462,0,Servidores,0.85
2025-09-12 01:00:00,Sala_Servidores,5.02938174217481,0,Servidores,0.85
2025-09-12 02:00:00,Sala_Servidores,4.982498754087258,0,Servidores,0.85
2025-09-12 03:00:00,Sala_Servidores,4.904897851014656,0,Servidores,0.85
2025-09-12 04:00:00,Sala_Servidores,4.913918520367675,0,Servidores,0.85
2025-09-12 05:00:00,Sala_Servidores,5.039510270828153,0,Servidores,0.85
2025-09-12 06:00:00,Sala_Servidores,5.0408846820003115,0,Servidores,0.85
2025-09-12 07:00:00,Sala_Servidores,5.373940554835888,0,Servidores,0.85
2025-09-12 08:00:00,Sala_Servidores,5.1219238352184435,0,Servidores,0.85
2025-09-12 09:00:00,Sala_Servidores,6.81309565659368,2,Servidores,0.85
2025-09-12 10:00:00,Sala_Servidores,6.1383261751564815,2,Servidores,0.85
2025-09-12 11:00:00,Sala_Servidores,6.585739339504835,1,Servidores,0.85
2025-09-12 12:00:00,Sala_Servidores,6.604090280577242,2,Servidores,0.85
2025-09-12 13:00:00,Sala_Servidores,6.167491613060636,2,Servidores,0.85
2025-09-12 14:00:00,Sala_Servidores,7.063542864637977,2,Servidores,0.85
2025-09-12 15:00:00,Sala_Servidores,6.149929447073806,2,Servidores,0.85
2025-09-12 16:00:00,Sala_Servidores,6.419246654912873,1,Servidores,0.85
2025-09-12 17:00:00,Sala_Servidores,6.768314803397652,2,Servidores,0.85
2025-09-12 18:00:00,Sala_Servidores,6.427454706045357,1,Servidores,0.85
2025-09-12 19:00:00,Sala_Servidores,4.860694697946025,0,Servidores,0.85
2025-09-12 20:00:00,Sala_Servidores,4.85361667064586,0,Servidores,0.85
2025-09-12 21:00:00,Sala_Servidores,5.282114865578658,0,Servidores,0.85
2025-09-12 22:00:00,Sala_Servidores,5.321829299795749,0,Servidores,0.85
2025-09-12 23:00:00,Sala_Servidores,5.078147130077609,0,Servidores,0.85
2025-09-13 00:00:00,Sala_Servidores,5.187971284851531,0,Servidores,0.85
2025-09-13 01:00:00,Sala_Servidores,5.044617082331506,0,Servidores,0.85
2025-09-13 02:00:00,Sala_Servidores,4.887023897173831,0,Servidores,0.85
2025-09-13 03:00:00,Sala_Servidores,4.8019792153233904,0,Servidores,0.85
2025-09-13 04:00:00,Sala_Servidores,5.287643987176997,0,Servidores,0.85
2025-09-13 05:00:00,Sala_Servidores,4.449030805108672,0,Servidores,0.85
2025-09-13 06:00:00,Sala_Servidores,5.14928814499437,0,Servidores,0.85
2025-09-13 07:00:00,Sala_Servidores,5.379305908888344,0,Servidores,0.85
2025-09-13 08:00:00,Sala_Servidores,5.218429904035518,0,Servidores,0.85
2025-09-13 09:00:00,Sala_Servidores,4.919541204873007,0,Servidores,0.85
2025-09-13 10:00:00,Sala_Servidores,4.927816958608461,0,Servidores,0.85
2025-09-13 11:00:00,Sala_Servidores,5.5196569255529955,0,Servidores,0.85
2025-09-13 12:00:00,Sala_Servidores,4.7839374603823,0,Servidores,0.85
2025-09-13 13:00:00,Sala_Servidores,5.157547166765268,0,Servidores,0.85
2025-09-13 14:00:00,Sala_Servidores,5.091110939091839,0,Servidores,0.85
2025-09-13 15:00:00,Sala_Servidores,4.486359951287629,0,Servidores,0.85
2025-09-13 16:00:00,Sala_Servidores,5.093189906502887,0,Servidores,0.85
2025-09-13 17:00:00,Sala_Servidores,4.938977063250864,0,Servidores,0.85
2025-09-13 18:00:00,Sala_Servidores,5.111126411700176,0,Servidores,0.85
2025-09-13 19:00:00,Sala_Servidores,4.8900107236265935,0,Servidores,0.85
2025-09-13 20:00:00,Sala_Servidores,4.8152655609113815,0,Servidores,0.85
2025-09-13 21:00:00,Sala_Servidores,4.978432605728943,0,Servidores,0.85
2025-09-13 22:00:00,Sala_Servidores,5.097441203303024,0,Servidores,0.85
2025-09-13 23:00:00,Sala_Servidores,5.153531850309559,0,Servidores,0.85
2025-09-14 00:00:00,Sala_Servidores,4.760669004750421,0,Servidores,0.85
2025-09-14 01:00:00,Sala_Servidores,4.982760696259862,0,Servidores,0.85
2025-09-14 02:00:00,Sala_Servidores,4.934056803560001,0,Servidores,0.85
2025-09-14 03:00:00,Sala_Servidores,4.834908942516321,0,Servidores,0.85
2025-09-14 04:00:00,Sala_Servidores,4.711030177866797,0,Servidores,0.85
2025-09-14 05:00:00,Sala_Servidores,4.998715652516322,0,Servidores,0.85
2025-09-14 06:00:00,Sala_Servidores,5.04080375773136,0,Servidores,0.85
2025-09-14 07:00:00,Sala_Servidores,4.779270116408209,0,Servidores,0.85
2025-09-14 08:00:00,Sala_Servidores,5.5462195664619545,0,Servidores,0.85
2025-09-14 09:00:00,Sala_Servidores,5.123818063316948,0,Servidores,0.85
2025-09-14 10:00:00,Sala_Servidores,5.378981045159097,0,Servidores,0.85
2025-09-14 11:00:00,Sala_Servidores,5.55233757670112,0,Servidores,0.85
2025-09-14 12:00:00,Sala_Servidores,4.646414208699744,0,Servidores,0.85
2025-09-14 13:00:00,Sala_Servidores,4.895110695894218,0,Servidores,0.85
2025-09-14 14:00:00,Sala_Servidores,4.71441483642185,0,Servidores,0.85
2025-09-14 15:00:00,Sala_Servidores,5.137011101628875,0,Servidores,0.85
2025-09-14 16:00:00,Sala_Servidores,5.065017977750627,0,Servidores,0.85
2025-09-14 17:00:00,Sala_Servidores,4.866886880509579,0,Servidores,0.85
2025-09-14 18:00:00,Sala_Servidores,5.117043392126225,0,Servidores,0.85
2025-09-14 19:00:00,Sala_Servidores,5.021872204556685,0,Servidores,0.85
2025-09-14 20:00:00,Sala_Servidores,5.231489211320228,0,Servidores,0.85
2025-09-14 21:00:00,Sala_Servidores,4.954523691200024,0,Servidores,0.85
2025-09-14 22:00:00,Sala_Servidores,5.245267028658944,0,Servidores,0.85
2025-09-14 23:00:00,Sala_Servidores,4.859360278706493,0,Servidores,0.85
2025-09-15 00:00:00,Sala_Servidores,4.670042094210837,0,Servidores,0.85
